timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T05:19:28Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:28Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:28Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:28Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:29Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:29Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:29Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:29Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:31Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:31Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:31Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:31Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:32Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:32Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:32Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:32Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:33Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:33Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:33Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:33Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:34Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:34Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:34Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:34Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:36Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:36Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:36Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:36Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:37Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:37Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:37Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:37Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:38Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:38Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:38Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:38Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:39Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:39Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:39Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:39Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:41Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:41Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:41Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:41Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:42Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:42Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:42Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:42Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:43Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:43Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:43Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:43Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:44Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1871073n,66476Ki
2025-04-11T05:19:44Z,istio-system,ztunnel-42djx,istio-proxy,119858501n,184252Ki
2025-04-11T05:19:44Z,istio-system,ztunnel-jmfmq,istio-proxy,51275n,1840Ki
2025-04-11T05:19:44Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,159634865n,159380Ki
2025-04-11T05:19:46Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:46Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:46Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:46Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:47Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:47Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:47Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:47Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:48Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:48Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:48Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:48Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,596995429n,159188Ki
2025-04-11T05:19:49Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:49Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:49Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:49Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:51Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:51Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:51Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:51Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:52Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:52Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:52Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:52Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:53Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:53Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:53Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:53Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:54Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:54Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:54Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:54Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,596995429n,159188Ki
2025-04-11T05:19:55Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:55Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:55Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:55Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:57Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:57Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:57Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:57Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:58Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:58Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:58Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:58Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:19:59Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:19:59Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:19:59Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:19:59Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,596995429n,159188Ki
2025-04-11T05:20:01Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:20:01Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:20:01Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:20:01Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,596995429n,159188Ki
2025-04-11T05:20:02Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:20:02Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:20:02Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:20:02Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,596995429n,159188Ki
2025-04-11T05:20:03Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:20:03Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:20:03Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:20:03Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,596995429n,159188Ki
2025-04-11T05:20:04Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
2025-04-11T05:20:04Z,istio-system,ztunnel-42djx,istio-proxy,199618452n,184700Ki
2025-04-11T05:20:04Z,istio-system,ztunnel-jmfmq,istio-proxy,48300n,1840Ki
2025-04-11T05:20:04Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,127016321n,159188Ki
2025-04-11T05:20:06Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2384461n,66480Ki
