timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-09T11:57:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1502327n,24132Ki
2025-04-09T11:57:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,286607n,4848Ki
2025-04-09T11:57:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,744271n,14352Ki
2025-04-09T11:57:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,210978n,20276Ki
2025-04-09T11:57:39Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,179120n,17456Ki
2025-04-09T11:57:39Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,374931n,11860Ki
2025-04-09T11:57:39Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,252553n,25360Ki
2025-04-09T11:57:39Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,397468n,11772Ki
2025-04-09T11:57:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1502327n,24132Ki
2025-04-09T11:57:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,286607n,4848Ki
2025-04-09T11:57:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,744271n,14352Ki
2025-04-09T11:57:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,210978n,20276Ki
2025-04-09T11:57:40Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,179120n,17456Ki
2025-04-09T11:57:40Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,374931n,11860Ki
2025-04-09T11:57:40Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,252553n,25360Ki
2025-04-09T11:57:40Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,397468n,11772Ki
2025-04-09T11:57:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1502327n,24132Ki
2025-04-09T11:57:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,286607n,4848Ki
2025-04-09T11:57:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,744271n,14352Ki
2025-04-09T11:57:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,210978n,20276Ki
2025-04-09T11:57:42Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,179120n,17456Ki
2025-04-09T11:57:42Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,374931n,11860Ki
2025-04-09T11:57:42Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,232507n,25368Ki
2025-04-09T11:57:42Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,397468n,11772Ki
2025-04-09T11:57:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1502327n,24132Ki
2025-04-09T11:57:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,286607n,4848Ki
2025-04-09T11:57:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,744271n,14352Ki
2025-04-09T11:57:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,210978n,20276Ki
2025-04-09T11:57:43Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,179120n,17456Ki
2025-04-09T11:57:43Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,374931n,11860Ki
2025-04-09T11:57:43Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,252553n,25360Ki
2025-04-09T11:57:43Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,397468n,11772Ki
2025-04-09T11:57:45Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1502327n,24132Ki
2025-04-09T11:57:45Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,286607n,4848Ki
2025-04-09T11:57:45Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,744271n,14352Ki
2025-04-09T11:57:45Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,210978n,20276Ki
2025-04-09T11:57:45Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,179120n,17456Ki
2025-04-09T11:57:45Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,374931n,11860Ki
2025-04-09T11:57:45Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,252553n,25360Ki
2025-04-09T11:57:45Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,397468n,11772Ki
2025-04-09T11:57:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1851061n,24136Ki
2025-04-09T11:57:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,601634n,4912Ki
2025-04-09T11:57:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,764882n,14368Ki
2025-04-09T11:57:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,123963n,20280Ki
2025-04-09T11:57:46Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,268216n,17452Ki
2025-04-09T11:57:46Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,505970n,11872Ki
2025-04-09T11:57:46Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,2100496n,27244Ki
2025-04-09T11:57:46Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,403720n,11788Ki
2025-04-09T11:57:46Z,service-mesh-benchmark,fortio-client-56c4f5d7cf-vxk65,linkerd-proxy,41415283n,52092Ki
2025-04-09T11:57:46Z,service-mesh-benchmark,fortio-server-765c9658f9-lpnzs,linkerd-proxy,23439739n,12156Ki
2025-04-09T11:57:47Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1851061n,24136Ki
2025-04-09T11:57:47Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,601634n,4912Ki
