timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T05:08:31Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:31Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:31Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:31Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:32Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2108556n,67164Ki
2025-04-11T05:08:32Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:32Z,istio-system,ztunnel-jmfmq,istio-proxy,48161n,1836Ki
2025-04-11T05:08:32Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:34Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:34Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:34Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:34Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:35Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:35Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:35Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:35Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:36Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:36Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:36Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:36Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:37Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:37Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:37Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:37Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:39Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:39Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:39Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:39Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:40Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:40Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:40Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:40Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:41Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2108556n,67164Ki
2025-04-11T05:08:41Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:41Z,istio-system,ztunnel-jmfmq,istio-proxy,48161n,1836Ki
2025-04-11T05:08:41Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:42Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2108556n,67164Ki
2025-04-11T05:08:42Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:42Z,istio-system,ztunnel-jmfmq,istio-proxy,48161n,1836Ki
2025-04-11T05:08:42Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:43Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:43Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:43Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:43Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:45Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2479886n,67164Ki
2025-04-11T05:08:45Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:45Z,istio-system,ztunnel-jmfmq,istio-proxy,45820n,1836Ki
2025-04-11T05:08:45Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:46Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2108556n,67164Ki
2025-04-11T05:08:46Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:46Z,istio-system,ztunnel-jmfmq,istio-proxy,48161n,1836Ki
2025-04-11T05:08:46Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:47Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2108556n,67164Ki
2025-04-11T05:08:47Z,istio-system,ztunnel-42djx,istio-proxy,170262824n,184592Ki
2025-04-11T05:08:47Z,istio-system,ztunnel-jmfmq,istio-proxy,48161n,1836Ki
2025-04-11T05:08:47Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,423376880n,62640Ki
2025-04-11T05:08:48Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:48Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:48Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:48Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:50Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:50Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:50Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:50Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:51Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:51Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:51Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:51Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:52Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:52Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:52Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:52Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:53Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:53Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:53Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:53Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,360177633n,62476Ki
2025-04-11T05:08:54Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:54Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:54Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:54Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:56Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:56Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:56Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:56Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:57Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:57Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:57Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:57Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,360177633n,62476Ki
2025-04-11T05:08:58Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:58Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:58Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:58Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,659705564n,62732Ki
2025-04-11T05:08:59Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:08:59Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:08:59Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:08:59Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,360177633n,62476Ki
2025-04-11T05:09:00Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:09:00Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:09:00Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:09:00Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,360177633n,62476Ki
2025-04-11T05:09:02Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2009851n,67220Ki
2025-04-11T05:09:02Z,istio-system,ztunnel-42djx,istio-proxy,138920904n,183668Ki
2025-04-11T05:09:02Z,istio-system,ztunnel-jmfmq,istio-proxy,50553n,1840Ki
2025-04-11T05:09:02Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,360177633n,62476Ki
