timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T05:12:53Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:12:53Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:12:53Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:12:53Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:12:54Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:12:54Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:12:54Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:12:54Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:12:55Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:12:55Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:12:55Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:12:55Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:12:57Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:12:57Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:12:57Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:12:57Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:12:58Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:12:58Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:12:58Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:12:58Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:12:59Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:12:59Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:12:59Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:12:59Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:00Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:00Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:00Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:00Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:02Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:02Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:02Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:02Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:03Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:03Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:03Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:03Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:04Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:04Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:04Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:04Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:06Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:06Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:06Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:06Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:07Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:07Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:07Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:07Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:08Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:08Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:08Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:08Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:09Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:09Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:09Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:09Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:11Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:11Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:11Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:11Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:12Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:12Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:12Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:12Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:13Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:13Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:13Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:13Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:14Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:14Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:14Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:14Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:16Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:16Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:16Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:16Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:17Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:17Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:17Z,istio-system,ztunnel-jmfmq,istio-proxy,55689n,1840Ki
2025-04-11T05:13:17Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:18Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:18Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:18Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:18Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:19Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:19Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:19Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:19Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:21Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:21Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:21Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:21Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:22Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
2025-04-11T05:13:22Z,istio-system,ztunnel-42djx,istio-proxy,994039175n,184124Ki
2025-04-11T05:13:22Z,istio-system,ztunnel-jmfmq,istio-proxy,48631n,1836Ki
2025-04-11T05:13:22Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1985358840n,64876Ki
2025-04-11T05:13:23Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2340217n,67368Ki
