timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-08T16:45:42Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1889539n,62960Ki
2025-04-08T16:45:42Z,istio-system,ztunnel-42djx,istio-proxy,6253385n,48500Ki
2025-04-08T16:45:42Z,istio-system,ztunnel-jmfmq,istio-proxy,43678n,1676Ki
2025-04-08T16:45:42Z,service-mesh-benchmark,waypoint-855dfcf87c-bdgvn,istio-proxy,16288745n,227796Ki
2025-04-08T16:45:43Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1889539n,62960Ki
2025-04-08T16:45:43Z,istio-system,ztunnel-42djx,istio-proxy,6253385n,48500Ki
2025-04-08T16:45:43Z,istio-system,ztunnel-jmfmq,istio-proxy,43678n,1676Ki
2025-04-08T16:45:43Z,service-mesh-benchmark,waypoint-855dfcf87c-bdgvn,istio-proxy,16288745n,227796Ki
2025-04-08T16:45:44Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1889539n,62960Ki
2025-04-08T16:45:44Z,istio-system,ztunnel-42djx,istio-proxy,7054184n,48496Ki
2025-04-08T16:45:44Z,istio-system,ztunnel-jmfmq,istio-proxy,40069n,1676Ki
2025-04-08T16:45:44Z,service-mesh-benchmark,waypoint-855dfcf87c-bdgvn,istio-proxy,16288745n,227796Ki
2025-04-08T16:45:45Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1889539n,62960Ki
2025-04-08T16:45:45Z,istio-system,ztunnel-42djx,istio-proxy,6253385n,48500Ki
2025-04-08T16:45:45Z,istio-system,ztunnel-jmfmq,istio-proxy,43678n,1676Ki
2025-04-08T16:45:45Z,service-mesh-benchmark,waypoint-855dfcf87c-bdgvn,istio-proxy,16288745n,227796Ki
2025-04-08T16:45:46Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2510104n,60948Ki
2025-04-08T16:45:46Z,istio-system,ztunnel-42djx,istio-proxy,3578499n,48752Ki
2025-04-08T16:45:46Z,istio-system,ztunnel-jmfmq,istio-proxy,48932n,1676Ki
2025-04-08T16:45:46Z,service-mesh-benchmark,waypoint-855dfcf87c-bdgvn,istio-proxy,6374929n,227768Ki
2025-04-08T16:45:48Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2510104n,60948Ki
