timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T05:03:11Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2260355n,66476Ki
2025-04-11T05:03:11Z,istio-system,ztunnel-42djx,istio-proxy,974899445n,185968Ki
2025-04-11T05:03:11Z,istio-system,ztunnel-jmfmq,istio-proxy,54964n,1836Ki
2025-04-11T05:03:11Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1980237569n,63356Ki
2025-04-11T05:03:12Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2260355n,66476Ki
2025-04-11T05:03:12Z,istio-system,ztunnel-42djx,istio-proxy,974899445n,185968Ki
2025-04-11T05:03:12Z,istio-system,ztunnel-jmfmq,istio-proxy,54964n,1836Ki
2025-04-11T05:03:12Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1980237569n,63356Ki
2025-04-11T05:03:14Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2260355n,66476Ki
2025-04-11T05:03:14Z,istio-system,ztunnel-42djx,istio-proxy,974899445n,185968Ki
2025-04-11T05:03:14Z,istio-system,ztunnel-jmfmq,istio-proxy,54964n,1836Ki
2025-04-11T05:03:14Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1980237569n,63356Ki
2025-04-11T05:03:15Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2260355n,66476Ki
2025-04-11T05:03:15Z,istio-system,ztunnel-42djx,istio-proxy,974899445n,185968Ki
2025-04-11T05:03:15Z,istio-system,ztunnel-jmfmq,istio-proxy,54964n,1836Ki
2025-04-11T05:03:15Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1980237569n,63356Ki
2025-04-11T05:03:16Z,istio-system,istiod-76fc5bc774-n76zc,discovery,2777849n,66616Ki
2025-04-11T05:03:16Z,istio-system,ztunnel-42djx,istio-proxy,972933426n,186264Ki
2025-04-11T05:03:16Z,istio-system,ztunnel-jmfmq,istio-proxy,54964n,1836Ki
2025-04-11T05:03:16Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,1981423120n,63248Ki
