timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-08T16:41:17Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:17Z,istio-system,ztunnel-42djx,istio-proxy,18705943n,46524Ki
2025-04-08T16:41:17Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
2025-04-08T16:41:18Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:18Z,istio-system,ztunnel-42djx,istio-proxy,18705943n,46524Ki
2025-04-08T16:41:18Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
2025-04-08T16:41:20Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:20Z,istio-system,ztunnel-42djx,istio-proxy,18705943n,46524Ki
2025-04-08T16:41:20Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
2025-04-08T16:41:21Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:21Z,istio-system,ztunnel-42djx,istio-proxy,18705943n,46524Ki
2025-04-08T16:41:21Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
2025-04-08T16:41:22Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:22Z,istio-system,ztunnel-42djx,istio-proxy,15953604n,46524Ki
2025-04-08T16:41:22Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
2025-04-08T16:41:23Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:23Z,istio-system,ztunnel-42djx,istio-proxy,15953604n,46524Ki
2025-04-08T16:41:23Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
2025-04-08T16:41:24Z,istio-system,istiod-76fc5bc774-n76zc,discovery,5851683n,69688Ki
2025-04-08T16:41:24Z,istio-system,ztunnel-42djx,istio-proxy,18705943n,46524Ki
2025-04-08T16:41:24Z,istio-system,ztunnel-jmfmq,istio-proxy,152222n,1676Ki
