timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T04:36:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1178882n,24340Ki
2025-04-11T04:36:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,327321n,4940Ki
2025-04-11T04:36:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,701303n,14324Ki
2025-04-11T04:36:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,131039n,20280Ki
2025-04-11T04:36:35Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,252597n,17480Ki
2025-04-11T04:36:35Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,433598n,11860Ki
2025-04-11T04:36:35Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,170179n,24924Ki
2025-04-11T04:36:35Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,361343n,11776Ki
2025-04-11T04:36:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1178882n,24340Ki
2025-04-11T04:36:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,327321n,4940Ki
2025-04-11T04:36:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,701303n,14324Ki
2025-04-11T04:36:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,131039n,20280Ki
2025-04-11T04:36:36Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,252597n,17480Ki
2025-04-11T04:36:36Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,433598n,11860Ki
2025-04-11T04:36:36Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,170179n,24924Ki
2025-04-11T04:36:36Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,361343n,11776Ki
2025-04-11T04:36:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1195907n,24344Ki
2025-04-11T04:36:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,327321n,4940Ki
2025-04-11T04:36:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,701303n,14324Ki
2025-04-11T04:36:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,131304n,20280Ki
2025-04-11T04:36:38Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,252597n,17480Ki
2025-04-11T04:36:38Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,433598n,11860Ki
2025-04-11T04:36:38Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,170550n,24924Ki
2025-04-11T04:36:38Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,361343n,11776Ki
2025-04-11T04:36:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1178882n,24340Ki
2025-04-11T04:36:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,327321n,4940Ki
2025-04-11T04:36:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,701303n,14324Ki
2025-04-11T04:36:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,131039n,20280Ki
2025-04-11T04:36:39Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,252597n,17480Ki
2025-04-11T04:36:39Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,433598n,11860Ki
2025-04-11T04:36:39Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,170179n,24924Ki
