timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-08T17:01:34Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:34Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:34Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:34Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:34Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,368687n,17372Ki
2025-04-08T17:01:34Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:34Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:34Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:35Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:35Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,368687n,17372Ki
2025-04-08T17:01:35Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:35Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:35Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:36Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:36Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,420241n,17372Ki
2025-04-08T17:01:36Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:36Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:36Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:38Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:38Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,420241n,17372Ki
2025-04-08T17:01:38Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:38Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:38Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:39Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:39Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,368687n,17372Ki
2025-04-08T17:01:39Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:39Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:39Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:40Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:40Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,368687n,17372Ki
2025-04-08T17:01:40Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:40Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:40Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:42Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:42Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,368687n,17372Ki
2025-04-08T17:01:42Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:42Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:42Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:43Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:43Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,368687n,17372Ki
2025-04-08T17:01:43Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:43Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:43Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:44Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1512070n,19648Ki
2025-04-08T17:01:44Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,539105n,4500Ki
2025-04-08T17:01:44Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,700763n,14340Ki
2025-04-08T17:01:44Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,216063n,20240Ki
2025-04-08T17:01:44Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,420241n,17372Ki
2025-04-08T17:01:44Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,490547n,11956Ki
2025-04-08T17:01:44Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,363753n,26900Ki
2025-04-08T17:01:44Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,402146n,12100Ki
2025-04-08T17:01:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,2070591n,19932Ki
2025-04-08T17:01:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,895936n,4532Ki
2025-04-08T17:01:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,739730n,14300Ki
2025-04-08T17:01:46Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,113374n,20240Ki
2025-04-08T17:01:46Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,408726n,17376Ki
2025-04-08T17:01:46Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,450816n,11960Ki
2025-04-08T17:01:46Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,2902221n,26992Ki
2025-04-08T17:01:46Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,419370n,12104Ki
