timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T05:17:16Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:16Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:16Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:16Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:17Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:17Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:17Z,istio-system,ztunnel-jmfmq,istio-proxy,45754n,1840Ki
2025-04-11T05:17:17Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:18Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:18Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:18Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:18Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:19Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:19Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:19Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:19Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:21Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:21Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:21Z,istio-system,ztunnel-jmfmq,istio-proxy,45754n,1840Ki
2025-04-11T05:17:21Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:22Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:22Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:22Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:22Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:23Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:23Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:23Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:23Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:24Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:24Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:24Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:24Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:26Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:26Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:26Z,istio-system,ztunnel-jmfmq,istio-proxy,45754n,1840Ki
2025-04-11T05:17:26Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:27Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:27Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
2025-04-11T05:17:27Z,istio-system,ztunnel-jmfmq,istio-proxy,50301n,1840Ki
2025-04-11T05:17:27Z,service-mesh-benchmark,waypoint-855dfcf87c-fzkwv,istio-proxy,76668438n,70992Ki
2025-04-11T05:17:28Z,istio-system,istiod-76fc5bc774-n76zc,discovery,1901643n,66480Ki
2025-04-11T05:17:28Z,istio-system,ztunnel-42djx,istio-proxy,42476218n,184248Ki
