timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-08T04:24:07Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:07Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:07Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:07Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:08Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:08Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:08Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:08Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:09Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2149445n,65496Ki
2025-04-08T04:24:09Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:09Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:09Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:10Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:10Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:10Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:10Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:11Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2149445n,65496Ki
2025-04-08T04:24:11Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:11Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:11Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:13Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:13Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:13Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:13Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:14Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:14Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:14Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:14Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:15Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2149445n,65496Ki
2025-04-08T04:24:15Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:15Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:15Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:16Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:16Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
2025-04-08T04:24:16Z,istio-system,ztunnel-lnnfr,istio-proxy,350456206n,11736Ki
2025-04-08T04:24:16Z,service-mesh-benchmark,waypoint-855dfcf87c-dz5ml,istio-proxy,304255798n,53868Ki
2025-04-08T04:24:17Z,istio-system,istiod-76fc5bc774-69vgl,discovery,2123405n,65496Ki
2025-04-08T04:24:17Z,istio-system,ztunnel-ffwn7,istio-proxy,39377n,1888Ki
